web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-1298,HM,10.0,"The hotel is located on a side street so access is easy, the beds are good, the food is ok, the facilities are ok, everything is ok. Very recommended",2019-03-19,0
1743116909-1299,LP,9.7,"We rented for 2 nights. At first we rented a deluxe suite type room with extra beds, but when checking in it was upgraded to a family suite and was not charged at all. Check in is fast, service is friendly, rooms are clean and spacious. For lighting it is rather lacking (dim lights), but it doesn&#39;t matter. The breakfast menu is very varied and there is WiFi with a fast connection. The location is pretty close to the airport. Next, if you go to Bali, you will stay again at Mega Boutique again",2019-03-18,0
1743116909-1300,LP,10.0,"We rented for 2 nights. At first we rented a deluxe suite type room with extra beds, but when checking in it was upgraded to a family suite and was not charged at all. Check in is fast, service is friendly, rooms are clean and spacious. For lighting it is rather lacking (dim lights), but it doesn&#39;t matter. The breakfast menu is very varied and there is WiFi with a fast connection. Next, if you go to Bali, you will stay again at Mega Boutique again",2019-03-18,0
1743116909-1301,MC,9.1,"Very recommended, it&#39;s just that I don&#39;t like it when the breakfast smells a little because there are birds in the breakfast area.",2019-03-16,0
1743116909-1302,A,9.7,"Spacious rooms, clean, friendly service, good food, comfortable hotel atmosphere, near the mall, really recommended hotel.",2019-03-16,1
1743116909-1303,pr,10.0,"Very nice, satisfied.",2019-03-15,0
1743116909-1304,MP,9.1,"5 days 4 nights stay at Megaboutique Hotel is very pleasant, hotel staff are friendly clean rooms every day toiletries are changed every day breakfast is varied when there is an iron. Suitable for those of you who want to stay away from noise because the atmosphere is calm",2019-03-15,0
1743116909-1305,el,10.0,"The place is very nice, the rooms are okay, the breakfast is okay, spacious and I feel calm while there. It&#39;s just that I forgot to close the back door yesterday so that the night the mosquitoes entered the room",2019-03-15,0
1743116909-1306,Ilham S. P.,10.0,"The hotel is according to expectations, the rooms are comfortable, the breakfast is many variants and also the service is very good, it&#39;s just that parking is less convenient for travelers without a more suitable vehicle, and noise can be heard from the room",2019-03-13,0
1743116909-1307,KS,9.1,The place is comfortable and the breakfast is varied but the staff is not friendly. The pool is pleasant right on the rooftop so you can get a nice view while swimming. The bathroom was nice and spacious even though the toilet faucet leaked a little.,2019-03-13,0
1743116909-1308,akhmad Z.,8.5,"Cool this hotel, although the exterior looks ordinary but for the bedroom is very very luxurious. Spacious bedroom space. The spacious bathroom is almost equivalent to the bedroom, and the toilet, shower room, bathtub are all separate. It&#39;s really cool. And the best is there is a TV in the bath up room. Going to Bali will come here again. The price is also cheap, the food is pretty good, but there are lots of ants everywhere.",2019-03-13,0
1743116909-1309,Dessy A.,8.5,"The rooms are spacious, clean, comfortable, the bathroom is also spacious, basic. The breakfast is quite a lot, pretty good too, the price is affordable, just parking is difficult, small, just in front of the hotel.",2019-03-11,0
1743116909-1310,CD,9.7,"The second day in Bali chose a stay at Mega Boutique Hotel, welcomed by security and its servants. It&#39;s really nice to stay at this hotel because the place is very comfortable, the swimming pool is nice clean, the rooms are clean, the food is really good, the breakfast has many variations, next if you go to Bali, you want to stay here again. 😊",2019-03-09,0
1743116909-1311,R,8.5,"Get a room on the 1st floor, directly in front of the fish pond, the bathroom wow suitable for a honeymoon or vacation with family. Delicious food, it&#39;s good to add variety.",2019-03-09,0
1743116909-1312,S,9.7,"Good and friendly fastrespon service, strategic location, for facilities don&#39;t ask, it&#39;s very good. Cleanliness is very guarded, every day I ask to clean and respond quickly, the breakfast is very good, not saturated with the menu because it is free to choose the available menu. 🤙",2019-03-09,0
1743116909-1313,Maulana F. A.,8.5,"Service is okay, facilities are also okay, breakfast is okay, it would be better if the hotel does renovations, because I see there are some facilities in the rooms and areas of the hotel that need repairs including the pool",2019-03-09,0
1743116909-1314,RN,9.4,"Good service, friendly and alert staff. amazing stay here. I was given a compliment upgrade room from the deluxe to the suite. Very good for honeymoon here. thanks.",2019-03-08,0
1743116909-1315,MI,8.5,"Clean rooms only have mosquitoes, then for the bathroom the shower is leaking it must be repaired. But overall is okay, good food and good service.",2019-03-08,0
1743116909-1316,SYA,10.0,"I am very happy to stay here, the place is clean, comfortable, strategic staff are very friendly. Hopefully one will be able to return here later.",2019-03-07,0
1743116909-1317,Abdus s.,8.8,"Friendly service, facilities are ok, food varies, cleanliness is ok",2019-03-07,0
1743116909-1318,CB,5.5,"The staff is jutek, bitchy, has no hospitality value at all, starts the check-in process, during the stay, even to check out. At 10 am the room was knocked asking whether the room would be cleaned or not, very unethical. Many room conditions need repairs, whether or not housekeeping controls exist? Cleanliness is also very far from hotel standards, cobwebs in rooms, granite baths are dull. The pool was dark at night, so guests discouraged from using the pool at night. Welcome drink that should be given at check in (just name &quot;welcome drink&quot;), but must be exchanged at the pool bar on the top floor. I had breakfast around 9:30 a.m., the menu was almost gone, the remaining juice and bread were perfunctory, parking was also very limited. I have difficulty finding space to park if I return at midnight. I plan to stay for 9 nights (2kmr) and I have paid for the first 5 nights (the first night I canceled, but it can&#39;t because I paid for 5 days) and I decided to move to another hotel for the next 4 nights. At check out, the FO staff also objected if only 30 minutes late check out (I brought 1 baby and 1 child 6 years old). Management needs to control the quality of service (especially housekeeping and front office) and instill the spirit of hospitality to all of its staff. During my stay, none of the staff smiled and gave a positive aura around. Very not in accordance with what is presented at traveloka.",2019-03-07,0
1743116909-1319,Dara A.,9.4,"The rooms are spacious and the bathroom is very spacious, there are quite a lot of facilities to enjoy and friendly service and a clean environment. Next I&#39;ll come back, thank you.",2019-03-07,0
1743116909-1320,RS,6.0,"In my opinion, it doesn&#39;t fit with a 4-star, because the rooms don&#39;t really make the comfort of air-conditioning, the balcony dirty to the bathroom Likewise, unfriendly security and difficult parking.",2019-03-06,0
1743116909-1321,EA,9.7,"The rooms are exactly like the photos, comfortable, spacious, clean, breakfast is varied, I will return here",2019-03-06,0
1743116909-1322,EA,9.7,"The rooms are exactly like the photos, breakfast is varied and tasty, the pool is clean, comfortable. i will go back there",2019-03-06,0
1743116909-1323,Asep H.,8.5,"The rooms are spacious, the bathroom is also comfortable and spacious, there is a TV in the bathtub so it&#39;s fun, the food is okay, the breakfast is varied. Overall very satisfied.",2019-03-05,0
1743116909-1324,TR,8.5,Order a deluxe room because it&#39;s full so it&#39;s upgraded to the executive room. It&#39;s okay. But unfortunately the fridge isn&#39;t cold at all. The food is all delicious too.,2019-03-05,0
1743116909-1325,Rizka A.,8.5,"Fast service, friendly staff. Satisfied with the point 👍",2019-03-05,0
1743116909-1326,TD,9.4,"Comfortable and spacious rooms with super complete facilities (according to photos), location opposite Mall Bali Galeria, relaxing at the rooftop pool or just sitting on the edge of a koI fish pond can be an option to spend time at the hotel. Mega Boutique Hotel &amp; Spa is suitable to be the choice to enjoy a holiday in Bali with our small family.",2019-03-05,0
1743116909-1327,H,9.7,"When searching for hotels for vacations, I was very curious about this mega boutique hotel. When I looked at social media, Kayana was cool and cool, so the interior and the rooftop were also to relax with enan favorite people. that&#39;s right guys! The place is really good and recommended for those of you who want a vacation and look for the atmosphere of heaven! Cool and top for mega boutique, will be missed you.",2019-03-03,1
